z5140081,onelayer,0.930034316588785,0.9280849358974359
z5140081,onelayer,0.928081191588785,0.9253806089743589
z5140081,onelayer,0.9288478387850467,0.9298878205128205
z5140081,twolayer,0.11348203855140188,0.11408253205128205
z5140081,twolayer,0.11373758761682243,0.11067708333333333
z5140081,onelayer,0.9289208528037384,0.9282852564102564
z5140081,twolayer,0.11333601051401869,0.11508413461538461
z5140081,twolayer,0.7162857768691588,0.7167467948717948
z5140081,twolayer,0.8389310747663551,0.8409455128205128
z5140081,twolayer,0.947265625,0.9457131410256411
z5140081,conv,0.9841377044392523,0.9834735576923077
z5140081,conv,0.9827504380841121,0.9798677884615384
z5140081,conv,0.9845027745327103,0.9837740384615384
z5140081,onelayer,0.930034316588785,0.9261818910256411
z5140081,twolayer,0.9456228095794392,0.9494190705128205
z5140081,twolayer,0.11368282710280374,0.11107772435897435
z5140081,twolayer,0.9466450058411215,0.9494190705128205
z5140081,conv,0.9820202978971962,0.9834735576923077
z5140081,onelayer,0.9281176985981309,0.9255809294871795
